NGDC_Ship,NGDC_Cruise,NGDC_Sample,NGDC_Serial,NGDC_Comment,Location,Location Type,Expedition,Location ID,Site,Hole,SiteHole,Original ID,Hole ID,Platform,Date,Water Depth (m),Country,State_Province,County_Region,PI,Lat,Long,Elevation,Position,Storage Location Working,Storage Location Archive,Sample Type,Comment,mblf T,mblf B,Metadata Source,Google Earth Comment Field,serial,,
ice,SPA,SPA-CLAU09-3A,263,Country: USA / State/Province: Alaska / County/Region: Nome,Claudi,lake,SPA,CLAU,3,A,3A,,SPA-CLAU09-3A,ice,20090413,2.74,USA,Alaska,Nome,Katey Walter,66.552059,-164.452203,26,exact (read from GPS),University of Alaska Fairbanks,LacCore_MRPH,core,,0,2.12,PI,LacCoreID: SPA-CLAU09-3A / FieldID:  / Date: 2009-04-13 / Water Depth: 2.74m / Sediment Depth: 0-2.12m / Position: exact (read from GPS) / Sample Type: core,3365,,3319
ice,SPA,SPA-CLAU09-4A,264,Country: USA / State/Province: Alaska / County/Region: Nome,Claudi,lake,SPA,CLAU,4,A,4A,,SPA-CLAU09-4A,ice,20090413,5.66,USA,Alaska,Nome,Katey Walter,66.551861,-164.451955,26,exact (read from GPS),LacCore_MRPH,LacCore_MRPH,core,,0,1.345,PI,LacCoreID: SPA-CLAU09-4A / FieldID:  / Date: 2009-04-13 / Water Depth: 5.66m / Sediment Depth: 0-1.345m / Position: exact (read from GPS) / Sample Type: core,3366,,3320
ice,SPA,SPA-CLAU09-4B,265,Country: USA / State/Province: Alaska / County/Region: Nome,Claudi,lake,SPA,CLAU,4,B,4B,,SPA-CLAU09-4B,ice,20090411,5.83,USA,Alaska,Nome,Katey Walter,66.551861,-164.451955,26,exact (read from GPS),University of Alaska Fairbanks,LacCore_MRPH,core,,0.5,4.5,PI,LacCoreID: SPA-CLAU09-4B / FieldID:  / Date: 2009-04-11 / Water Depth: 5.83m / Sediment Depth: 0.5-4.5m / Position: exact (read from GPS) / Sample Type: core,3367,,3321
ice,SPA,SPA-CLAU09-5A,266,Country: USA / State/Province: Alaska / County/Region: Nome,Claudi,lake,SPA,CLAU,5,A,5A,,SPA-CLAU09-5A,ice,20090413,1.1,USA,Alaska,Nome,Katey Walter,66.552131,-164.452286,28,exact (read from GPS),University of Alaska Fairbanks,LacCore_MRPH,core,,0.56,1.445,PI,LacCoreID: SPA-CLAU09-5A / FieldID:  / Date: 2009-04-13 / Water Depth: 1.1m / Sediment Depth: 0.56-1.445m / Position: exact (read from GPS) / Sample Type: core,3368,,3322
ice,SPA,SPA-CLAU09-6A,267,Country: USA / State/Province: Alaska / County/Region: Nome,Claudi,lake,SPA,CLAU,6,A,6A,,SPA-CLAU09-6A,ice,20090408,2.77,USA,Alaska,Nome,Katey Walter,66.552108,-164.452255,28,exact (read from GPS),LacCore_MRPH,LacCore_MRPH,core,,0,0.88,PI,LacCoreID: SPA-CLAU09-6A / FieldID:  / Date: 2009-04-08 / Water Depth: 2.77m / Sediment Depth: 0-0.88m / Position: exact (read from GPS) / Sample Type: core,3369,,3323
ice,SPA,SPA-CLAU09-7A,268,Country: USA / State/Province: Alaska / County/Region: Nome,Claudi,lake,SPA,CLAU,7,A,7A,,SPA-CLAU09-7A,ice,20090413,6.36,USA,Alaska,Nome,Katey Walter,66.55197,-164.452086,26,exact (read from GPS),University of Alaska Fairbanks,LacCore_MRPH,core,,0,1.3,PI,LacCoreID: SPA-CLAU09-7A / FieldID:  / Date: 2009-04-13 / Water Depth: 6.36m / Sediment Depth: 0-1.3m / Position: exact (read from GPS) / Sample Type: core,3370,,3324
ice,SPA,SPA-CLAU09-8A,269,Country: USA / State/Province: Alaska / County/Region: Nome,Claudi,lake,SPA,CLAU,8,A,8A,,SPA-CLAU09-8A,ice,20090413,6.5,USA,Alaska,Nome,Katey Walter,66.551891,-164.451892,26,exact (read from GPS),LacCore_MRPH,LacCore_MRPH,core,,0,1.66,PI,LacCoreID: SPA-CLAU09-8A / FieldID:  / Date: 2009-04-13 / Water Depth: 6.5m / Sediment Depth: 0-1.66m / Position: exact (read from GPS) / Sample Type: core,3371,,3325
unknown,ED03,ED03-CLMN03-1A,270,Country: USA / State/Province: Minnesota  / County/Region: Cottonwood,Clear Lake,lake,ED03,CLMN,1,A,1A,,ED03-CLMN03-1A,unknown,20031231,,USA,Minnesota ,Cottonwood,Mark Edlund,43.8515,-95.4132,428,general (location within lake/site unknown or not digitized),SCWRS,SCWRS,core,,,,,LacCoreID: ED03-CLMN03-1A / FieldID:  / Date: 2003-12-31 / Water Depth: m / Sediment Depth: -m / Position: general (location within lake/site unknown or not digitized) / Sample Type: core,1098,,4024
unknown,WRFP,WRFP-CLR08-1A,271,Country: USA / State/Province: Arkansas / County/Region: Woodruff,Clear Lake,lake,WRFP,CLR,1,A,1A,,WRFP-CLR08-1A,unknown,20080714,2,USA,Arkansas,Woodruff,"Ruchi Bhattacharya, Sonja Hausman",35.18993889,-91.40563889,55,exact (read from GPS),University of Arkansas,LacCore_MRPH,core,,0,0.37,PI,LacCoreID: WRFP-CLR08-1A / FieldID:  / Date: 2008-07-14 / Water Depth: 2m / Sediment Depth: 0-0.37m / Position: exact (read from GPS) / Sample Type: core,3806,,4916
ice,WISP,WISP-CLUB04-1A,272,Country: USA / State/Province: Wisconsin / County/Region: Burnett,Clubhouse Lake,lake,WISP,CLUB,1,A,1A,Clubhouse,WISP-CLUB04-1A,ice,20041231,,USA,Wisconsin,Burnett,Randy Calcote,45.9395,-92.0572,302,exact (read from GPS),LacCore_CivE,LacCore_CivE,core,,0,,PI,LacCoreID: WISP-CLUB04-1A / FieldID: Clubhouse / Date: 2004-12-31 / Water Depth: m / Sediment Depth: 0-m / Position: exact (read from GPS) / Sample Type: core,3745,,4764
ice,SPA,SPA-COCK09-1A,273,Country: USA / State/Province: Alaska / County/Region: Nome,Cocker Gap,lake,SPA,COCK,1,A,1A,,SPA-COCK09-1A,ice,20090409,7.66,USA,Alaska,Nome,Katey Walter,66.561772,-164.453028,13,exact (read from GPS),LacCore_MRPH,LacCore_MRPH,core,,0,0.84,PI,LacCoreID: SPA-COCK09-1A / FieldID:  / Date: 2009-04-09 / Water Depth: 7.66m / Sediment Depth: 0-0.84m / Position: exact (read from GPS) / Sample Type: core,3382,,3326
ice,SPA,SPA-COCK09-1B,274,Country: USA / State/Province: Alaska / County/Region: Nome,Cocker Gap,lake,SPA,COCK,1,B,1B,,SPA-COCK09-1B,ice,20090410,4.4,USA,Alaska,Nome,Katey Walter,66.561772,-164.453028,13,exact (read from GPS),LacCore_MRPH,LacCore_MRPH,core,,0,0.545,PI,LacCoreID: SPA-COCK09-1B / FieldID:  / Date: 2009-04-10 / Water Depth: 4.4m / Sediment Depth: 0-0.545m / Position: exact (read from GPS) / Sample Type: core,3383,,3327
ice,SPA,SPA-COCK09-2A,275,Country: USA / State/Province: Alaska / County/Region: Nome,Cocker Gap,lake,SPA,COCK,2,A,2A,,SPA-COCK09-2A,ice,20090410,4.3,USA,Alaska,Nome,Katey Walter,66.561772,-164.453567,13,approximate (location/coordinates identified on a map),LacCore_MRPH,LacCore_MRPH,core,,0,1.06,PI,LacCoreID: SPA-COCK09-2A / FieldID:  / Date: 2009-04-10 / Water Depth: 4.3m / Sediment Depth: 0-1.06m / Position: approximate (location/coordinates identified on a map) / Sample Type: core,3384,,3328
ice,SPA,SPA-COCK09-3A,276,Country: USA / State/Province: Alaska / County/Region: Nome,Cocker Gap,lake,SPA,COCK,3,A,3A,,SPA-COCK09-3A,ice,20090410,4.24,USA,Alaska,Nome,Katey Walter,66.561772,-164.453022,13,approximate (location/coordinates identified on a map),LacCore_MRPH,LacCore_MRPH,core,,0,1.04,PI,LacCoreID: SPA-COCK09-3A / FieldID:  / Date: 2009-04-10 / Water Depth: 4.24m / Sediment Depth: 0-1.04m / Position: approximate (location/coordinates identified on a map) / Sample Type: core,3385,,3329
unknown,17,17-10886-1A,277,Country: USA / State/Province: North Dakota / County/Region: McIntosh,Coldwater Lake,lake,17,108,1,A,1A,A,17-10886-1A,unknown,19861231,,USA,North Dakota,McIntosh,"Dan Engstrom, Emi Ito",46.014235,-99.069109,595,approximate (location/coordinates identified on a map),,,core,,,,"NGDC, Publication",LacCoreID: 17-10886-1A / FieldID: A / Date: 1986-12-31 / Water Depth: m / Sediment Depth: -m / Position: approximate (location/coordinates identified on a map) / Sample Type: core,43,,1807
unknown,17,17-10886-1B,278,Country: USA / State/Province: North Dakota / County/Region: McIntosh,Coldwater Lake,lake,17,108,1,B,1B,B,17-10886-1B,unknown,19861231,,USA,North Dakota,McIntosh,"Dan Engstrom, Emi Ito",46.014235,-99.069109,595,approximate (location/coordinates identified on a map),,,core,,,,"NGDC, Publication",LacCoreID: 17-10886-1B / FieldID: B / Date: 1986-12-31 / Water Depth: m / Sediment Depth: -m / Position: approximate (location/coordinates identified on a map) / Sample Type: core,44,,1808
ground,KYGS,KYGS-COMB06-1A,279,Country: USA / State/Province: Kentucky / County/Region: Union,Combs Lake,paleolake,KYGS,COMB,1,A,1A,Combs ,KYGS-COMB06-1A,ground,20060427,0,USA,Kentucky,Union,Ron Counts,37.76672,-87.82211,121,exact (read from GPS),LacCore_CivE,LacCore_CivE,core,,4.572,28.4,PI,LacCoreID: KYGS-COMB06-1A / FieldID: Combs  / Date: 2006-04-27 / Water Depth: 0m / Sediment Depth: 4.572-28.4m / Position: exact (read from GPS) / Sample Type: core,2117,,4898
unknown,BAF,BAF-CLH05-1A,280,Country: Canada / State/Province: Nunavut / County/Region: Baffin Island,Cool Hand Lake,lake,BAF,CLH,1,A,1A,05CLH-01,BAF-CLH05-1A,unknown,20051231,4.5,Canada,Nunavut,Baffin Island,Rebecca Anderson,71.52146,-77.51978,730,general (location within lake/site unknown or not digitized),University of Colorado Boulder,University of Colorado Boulder,core,,0,0.37,PI,LacCoreID: BAF-CLH05-1A / FieldID: 05CLH-01 / Date: 2005-12-31 / Water Depth: 4.5m / Sediment Depth: 0-0.37m / Position: general (location within lake/site unknown or not digitized) / Sample Type: core,399,,4845
unknown,BAF,BAF-CLH05-2A,281,Country: Canada / State/Province: Nunavut / County/Region: Baffin Island,Cool Hand Lake,lake,BAF,CLH,2,A,2A,05CLH-02,BAF-CLH05-2A,unknown,20051231,4.5,Canada,Nunavut,Baffin Island,Rebecca Anderson,71.52146,-77.51978,730,general (location within lake/site unknown or not digitized),University of Colorado Boulder,University of Colorado Boulder,core,,0,0.255,PI,LacCoreID: BAF-CLH05-2A / FieldID: 05CLH-02 / Date: 2005-12-31 / Water Depth: 4.5m / Sediment Depth: 0-0.255m / Position: general (location within lake/site unknown or not digitized) / Sample Type: core,400,,4846
unknown,BAF,BAF-CLH05-4A,282,Country: Canada / State/Province: Nunavut / County/Region: Baffin Island,Cool Hand Lake,lake,BAF,CLH,4,A,4A,05CLH-04,BAF-CLH05-4A,unknown,20051231,4.2,Canada,Nunavut,Baffin Island,Rebecca Anderson,71.52146,-77.51978,730,general (location within lake/site unknown or not digitized),University of Colorado Boulder,University of Colorado Boulder,core,,0,0.45,PI,LacCoreID: BAF-CLH05-4A / FieldID: 05CLH-04 / Date: 2005-12-31 / Water Depth: 4.2m / Sediment Depth: 0-0.45m / Position: general (location within lake/site unknown or not digitized) / Sample Type: core,401,,4847
unknown,CRNR,CRNR-CRNR04-1A,283,Country: USA / State/Province: Wisconsin / County/Region: Oneida,Corner Lake,lake,CRNR,CRNR,1,A,1A,Corner04,CRNR-CRNR04-1A,unknown,20041231,,USA,Wisconsin,Oneida,Samantha Kaplan,45.718,-89.613,482,general (location within lake/site unknown or not digitized),U.WI-Madison,U.WI-Madison,core,,0,2.51,,LacCoreID: CRNR-CRNR04-1A / FieldID: Corner04 / Date: 2004-12-31 / Water Depth: m / Sediment Depth: 0-2.51m / Position: general (location within lake/site unknown or not digitized) / Sample Type: core,973,,4958
ice,SPAM,SPAM-CRNR08-1A,284,Country: USA / State/Province: Wisconsin / County/Region: Oneida,Corner Lake,lake,SPAM,CRNR,1,A,1A,,SPAM-CRNR08-1A,ice,20080227,15.44,USA,Wisconsin,Oneida,"Kevin Speigel, Samantha Kaplan",45.71854,-89.6125,482,exact (read from GPS),University of Wisconsin-Madison,LacCore_CivE,core,,0,6.32,PI,LacCoreID: SPAM-CRNR08-1A / FieldID:  / Date: 2008-02-27 / Water Depth: 15.44m / Sediment Depth: 0-6.32m / Position: exact (read from GPS) / Sample Type: core,3456,,3515
ice,SPAM,SPAM-CRNR08-1B,285,Country: USA / State/Province: Wisconsin / County/Region: Oneida,Corner Lake,lake,SPAM,CRNR,1,B,1B,,SPAM-CRNR08-1B,ice,20080228,15.45,USA,Wisconsin,Oneida,"Kevin Speigel, Samantha Kaplan",45.71854,-89.6125,482,exact (read from GPS),University of Wisconsin-Madison,University of Wisconsin-Madison,core,,0,6.105,PI,LacCoreID: SPAM-CRNR08-1B / FieldID:  / Date: 2008-02-28 / Water Depth: 15.45m / Sediment Depth: 0-6.105m / Position: exact (read from GPS) / Sample Type: core,3457,,3516
ice,WISP,WISP-COR04-1A,286,Country: USA / State/Province: Wisconsin / County/Region: Burnett,Corwick Lake,lake,WISP,COR,1,A,1A,Corwick,WISP-COR04-1A,ice,20041231,,USA,Wisconsin,Burnett,Randy Calcote,45.9477,-92.197,299,exact (read from GPS),LacCore_CivE,LacCore_CivE,core,,0,,PI,LacCoreID: WISP-COR04-1A / FieldID: Corwick / Date: 2004-12-31 / Water Depth: m / Sediment Depth: 0-m / Position: exact (read from GPS) / Sample Type: core,3746,,4765
ice,SPAM,SPAM-CBY08-1A,287,Country: USA / State/Province: Wisconsin / County/Region: Iron,Cranberry Lake,lake,SPAM,CBY,1,A,1A,,SPAM-CBY08-1A,ice,20080229,13.03,USA,Wisconsin,Iron,"Kevin Speigel, Samantha Kaplan",46.29421,-89.97015,506,exact (read from GPS),University of Wisconsin-Madison,LacCore_CivE,core,,0,2.39,PI,LacCoreID: SPAM-CBY08-1A / FieldID:  / Date: 2008-02-29 / Water Depth: 13.03m / Sediment Depth: 0-2.39m / Position: exact (read from GPS) / Sample Type: core,3454,,3517
ice,SPAM,SPAM-CBY08-1B,288,Country: USA / State/Province: Wisconsin / County/Region: Iron,Cranberry Lake,lake,SPAM,CBY,1,B,1B,,SPAM-CBY08-1B,ice,20080301,13.03,USA,Wisconsin,Iron,"Kevin Speigel, Samantha Kaplan",46.29421,-89.97015,506,exact (read from GPS),University of Wisconsin-Madison,University of Wisconsin-Madison,core,,0,2.505,PI,LacCoreID: SPAM-CBY08-1B / FieldID:  / Date: 2008-03-01 / Water Depth: 13.03m / Sediment Depth: 0-2.505m / Position: exact (read from GPS) / Sample Type: core,3455,,3518
Neuston,FUM,FUM-CRLA07-1A,289,Country: USA / State/Province: Oregon / County/Region: Klamath,Crater Lake,lake,FUM,CRLA,1,A,1A,,FUM-CRLA07-1A,Neuston,20070821,15.35,USA,Oregon,Klamath,Scott Girdner,42.937542,-122.154697,1885,general (location within lake/site unknown or not digitized),Oregon State,Oregon State,core,,,,PI,LacCoreID: FUM-CRLA07-1A / FieldID:  / Date: 2007-08-21 / Water Depth: 15.35m / Sediment Depth: -m / Position: general (location within lake/site unknown or not digitized) / Sample Type: core,1406,,5074
Neuston,FUM,FUM-CRLA07-1B,290,Country: USA / State/Province: Oregon / County/Region: Klamath,Crater Lake,lake,FUM,CRLA,1,B,1B,,FUM-CRLA07-1B,Neuston,20070821,15.35,USA,Oregon,Klamath,Scott Girdner,42.937542,-122.154697,1885,general (location within lake/site unknown or not digitized),LacCore_MRPH,LacCore_MRPH,core,,,,PI,LacCoreID: FUM-CRLA07-1B / FieldID:  / Date: 2007-08-21 / Water Depth: 15.35m / Sediment Depth: -m / Position: general (location within lake/site unknown or not digitized) / Sample Type: core,1407,,5075
Neuston,FUM,FUM-CRLA07-2A,291,Country: USA / State/Province: Oregon / County/Region: Klamath,Crater Lake,lake,FUM,CRLA,2,A,2A,,FUM-CRLA07-2A,Neuston,20070821,15.95,USA,Oregon,Klamath,Scott Girdner,42.937542,-122.154697,1885,general (location within lake/site unknown or not digitized),LacCore_MRPH,LacCore_MRPH,core,,0,1.8,PI,LacCoreID: FUM-CRLA07-2A / FieldID:  / Date: 2007-08-21 / Water Depth: 15.95m / Sediment Depth: 0-1.8m / Position: general (location within lake/site unknown or not digitized) / Sample Type: core,1408,,5076
Neuston,FUM,FUM-CRLA07-2B,292,Country: USA / State/Province: Oregon / County/Region: Klamath,Crater Lake,lake,FUM,CRLA,2,B,2B,,FUM-CRLA07-2B,Neuston,20070821,15.95,USA,Oregon,Klamath,Scott Girdner,42.937542,-122.154697,1885,general (location within lake/site unknown or not digitized),LacCore_MRPH,LacCore_MRPH,core,,0.5,1.98,PI,LacCoreID: FUM-CRLA07-2B / FieldID:  / Date: 2007-08-21 / Water Depth: 15.95m / Sediment Depth: 0.5-1.98m / Position: general (location within lake/site unknown or not digitized) / Sample Type: core,1409,,5077
Neuston,FUM,FUM-CRLA07-3A,293,Country: USA / State/Province: Oregon / County/Region: Klamath,Crater Lake,lake,FUM,CRLA,3,A,3A,,FUM-CRLA07-3A,Neuston,20070821,18.83,USA,Oregon,Klamath,Scott Girdner,42.937542,-122.154697,1885,general (location within lake/site unknown or not digitized),Oregon State,Oregon State,core,,0.03,0.9,PI,LacCoreID: FUM-CRLA07-3A / FieldID:  / Date: 2007-08-21 / Water Depth: 18.83m / Sediment Depth: 0.03-0.9m / Position: general (location within lake/site unknown or not digitized) / Sample Type: core,1410,,5078
Neuston,FUM,FUM-CRLA07-3B,294,Country: USA / State/Province: Oregon / County/Region: Klamath,Crater Lake,lake,FUM,CRLA,3,B,3B,,FUM-CRLA07-3B,Neuston,20070821,19.03,USA,Oregon,Klamath,Scott Girdner,42.9372,-122.1548333,1885,exact (read from GPS),LacCore_MRPH,LacCore_MRPH,core,,0.5,6.96,PI,LacCoreID: FUM-CRLA07-3B / FieldID:  / Date: 2007-08-21 / Water Depth: 19.03m / Sediment Depth: 0.5-6.96m / Position: exact (read from GPS) / Sample Type: core,1411,,5079
Neuston,FUM,FUM-CRLA07-4A,295,Country: USA / State/Province: Oregon / County/Region: Klamath,Crater Lake,lake,FUM,CRLA,4,A,4A,,FUM-CRLA07-4A,Neuston,20070822,12.82,USA,Oregon,Klamath,Scott Girdner,42.9375,-122.1538833,1885,exact (read from GPS),Oregon State,Oregon State,core,,0,1.12,PI,LacCoreID: FUM-CRLA07-4A / FieldID:  / Date: 2007-08-22 / Water Depth: 12.82m / Sediment Depth: 0-1.12m / Position: exact (read from GPS) / Sample Type: core,1412,,5080
Neuston,FUM,FUM-CRLA07-4B,296,Country: USA / State/Province: Oregon / County/Region: Klamath,Crater Lake,lake,FUM,CRLA,4,B,4B,,FUM-CRLA07-4B,Neuston,20070822,12.63,USA,Oregon,Klamath,Scott Girdner,42.93746667,-122.1539167,1885,exact (read from GPS),LacCore_MRPH,LacCore_MRPH,core,,0.5,6.36,PI,LacCoreID: FUM-CRLA07-4B / FieldID:  / Date: 2007-08-22 / Water Depth: 12.63m / Sediment Depth: 0.5-6.36m / Position: exact (read from GPS) / Sample Type: core,1413,,5081
Neuston,FUM,FUM-CRLA07-5A,297,Country: USA / State/Province: Oregon / County/Region: Klamath,Crater Lake,lake,FUM,CRLA,5,A,5A,,FUM-CRLA07-5A,Neuston,20070822,15.43,USA,Oregon,Klamath,Scott Girdner,42.9373,-122.1539,1885,exact (read from GPS),LacCore_MRPH,LacCore_MRPH,core,,0,2.24,PI,LacCoreID: FUM-CRLA07-5A / FieldID:  / Date: 2007-08-22 / Water Depth: 15.43m / Sediment Depth: 0-2.24m / Position: exact (read from GPS) / Sample Type: core,1414,,5082
Neuston,FUM,FUM-CRLA07-6A,298,Country: USA / State/Province: Oregon / County/Region: Klamath,Crater Lake,lake,FUM,CRLA,6,A,6A,,FUM-CRLA07-6A,Neuston,20070822,28.11,USA,Oregon,Klamath,Scott Girdner,42.93711667,-122.15445,1885,exact (read from GPS),LacCore_MRPH,LacCore_MRPH,core,,0,2.83,PI,LacCoreID: FUM-CRLA07-6A / FieldID:  / Date: 2007-08-22 / Water Depth: 28.11m / Sediment Depth: 0-2.83m / Position: exact (read from GPS) / Sample Type: core,1415,,5083
unknown,CRA,CRA-CRA01-1A,299,Country: Canada / State/Province: Ontario / County/Region: ,Crawford Lake,lake,CRA,CRA,1,A,1A,,CRA-CRA01-1A,unknown,20011231,,Canada,Ontario,,"Erik Ekdahl, Jane Teranes, Chad Whittkip",43.46833,-79.949,285,approximate (location/coordinates identified on a map),LacCore_CivE,LacCore_CivE,core,,,,PI,LacCoreID: CRA-CRA01-1A / FieldID:  / Date: 2001-12-31 / Water Depth: m / Sediment Depth: -m / Position: approximate (location/coordinates identified on a map) / Sample Type: core,937,,2340
ice,WISP,WISP-CREST05-1A,300,Country: USA / State/Province: Wisconsin / County/Region: Douglas,Crestview Lake,lake,WISP,CREST,1,A,1A,Crestview,WISP-CREST05-1A,ice,20051231,,USA,Wisconsin,Douglas,Randy Calcote,46.274,-91.693,330,exact (read from GPS),LacCore_CivE,LacCore_CivE,core,,0,,PI,LacCoreID: WISP-CREST05-1A / FieldID: Crestview / Date: 2005-12-31 / Water Depth: m / Sediment Depth: 0-m / Position: exact (read from GPS) / Sample Type: core,3747,,4766
unknown,41,41-15901-1A,301,Country: USA / State/Province: Montana / County/Region: Park,Crevice Lake,lake,41,159,1,A,1A,A,41-15901-1A,unknown,20011231,,USA,Montana,Park,"Sheri Fritz, Brandi Bracht, Lora Stevens",45.0005,-110.5781667,1695,general (location within lake/site unknown or not digitized),LacCore,LacCore,core,,,,,LacCoreID: 41-15901-1A / FieldID: A / Date: 2001-12-31 / Water Depth: m / Sediment Depth: -m / Position: general (location within lake/site unknown or not digitized) / Sample Type: core,111,,5178
unknown,41,41-15901-2A,302,Country: USA / State/Province: Montana / County/Region: Park,Crevice Lake,lake,41,159,2,A,2A,B,41-15901-2A,unknown,20011231,,USA,Montana,Park,"Sheri Fritz, Brandi Bracht, Lora Stevens",45.0005,-110.5781667,1695,general (location within lake/site unknown or not digitized),LacCore,LacCore,core,,,,,LacCoreID: 41-15901-2A / FieldID: B / Date: 2001-12-31 / Water Depth: m / Sediment Depth: -m / Position: general (location within lake/site unknown or not digitized) / Sample Type: core,112,,5179
unknown,41,41-15901-3A,303,Country: USA / State/Province: Montana / County/Region: Park,Crevice Lake,lake,41,159,3,A,3A,C,41-15901-3A,unknown,20011231,,USA,Montana,Park,"Sheri Fritz, Brandi Bracht, Lora Stevens",45.0005,-110.5781667,1695,general (location within lake/site unknown or not digitized),LacCore,LacCore,core,,,,,LacCoreID: 41-15901-3A / FieldID: C / Date: 2001-12-31 / Water Depth: m / Sediment Depth: -m / Position: general (location within lake/site unknown or not digitized) / Sample Type: core,113,,5180
unknown,41,41-15901-4A,304,Country: USA / State/Province: Montana / County/Region: Park,Crevice Lake,lake,41,159,4,A,4A,D,41-15901-4A,unknown,20011231,,USA,Montana,Park,"Sheri Fritz, Brandi Bracht, Lora Stevens",45.0005,-110.5781667,1695,general (location within lake/site unknown or not digitized),LacCore,LacCore,core,,,,,LacCoreID: 41-15901-4A / FieldID: D / Date: 2001-12-31 / Water Depth: m / Sediment Depth: -m / Position: general (location within lake/site unknown or not digitized) / Sample Type: core,114,,5181
unknown,41,41-15901-5A,305,Country: USA / State/Province: Montana / County/Region: Park,Crevice Lake,lake,41,159,5,A,5A,E,41-15901-5A,unknown,20011231,,USA,Montana,Park,"Sheri Fritz, Brandi Bracht, Lora Stevens",45.0005,-110.5781667,1695,general (location within lake/site unknown or not digitized),LacCore,LacCore,core,,,,,LacCoreID: 41-15901-5A / FieldID: E / Date: 2001-12-31 / Water Depth: m / Sediment Depth: -m / Position: general (location within lake/site unknown or not digitized) / Sample Type: core,115,,5182
